timestamp: CODE VALUEBYTE(S)
1764234163.498: 80 00 58 
1764234163.498: 80 00 91 
1764234163.498: 80 00 75 
1764234163.498: 80 00 1E 
1764234163.498: 80 FF F8 
1764234163.498: 80 00 2F 
1764234163.498: 80 00 79 
1764234163.498: 80 00 79 
1764234163.498: 80 00 38 
1764234163.532: 80 00 1A 
1764234163.561: 80 00 4F 
1764234163.561: 80 00 96 
1764234163.561: 80 00 92 
1764234163.561: 80 00 4B 
1764234163.561: 80 00 20 
1764234163.561: 80 00 4E 
1764234163.561: 80 00 A1 
1764234163.561: 80 00 BD 
1764234163.561: 80 00 9C 
1764234163.561: 80 00 92 
1764234163.561: 80 00 D3 
1764234163.561: 80 01 2A 
1764234163.561: 80 01 3D 
1764234163.561: 80 01 06 
1764234163.561: 80 00 DF 
1764234163.561: 80 01 09 
1764234163.561: 80 01 59 
1764234163.561: 80 01 72 
1764234163.561: 80 01 42 
1764234163.561: 80 01 1F 
1764234163.561: 80 01 55 
1764234163.561: 80 01 BF 
1764234163.561: 80 01 F7 
1764234163.561: 80 01 D8 
1764234163.561: 80 01 AF 
1764234163.561: 80 01 CE 
1764234163.561: 80 02 24 
1764234163.561: 80 02 55 
1764234163.561: 80 02 34 
1764234163.561: 80 01 F9 
1764234163.561: 80 01 F1 
1764234163.655: 80 02 0F 
1764234163.655: 80 02 08 
1764234163.655: 80 01 BF 
1764234163.655: 80 01 79 
1764234163.655: 80 01 7F 
1764234163.655: 80 01 B8 
1764234163.655: 80 01 C9 
1764234163.655: 80 01 8D 
1764234163.655: 80 01 4A 
1764234163.655: 80 01 4D 
1764234163.655: 80 01 7F 
1764234163.655: 80 01 7B 
1764234163.655: 80 01 12 
1764234163.655: 80 00 8D 
1764234163.655: 80 00 53 
1764234163.655: 80 00 67 
1764234163.655: 80 00 70 
1764234163.655: 80 00 32 
1764234163.655: 80 FF E3 
1764234163.655: 80 FF D8 
1764234163.655: 80 00 11 
1764234163.655: 80 00 35 
1764234163.655: 80 00 04 
1764234163.655: 80 FF B5 
1764234163.655: 80 FF A8 
1764234163.655: 80 FF EB 
1764234163.655: 80 00 25 
1764234163.655: 80 00 08 
1764234163.655: 80 FF BD 
1764234163.655: 80 FF AB 
1764234163.655: 80 FF EE 
1764234163.655: 80 00 36 
1764234163.655: 80 00 27 
1764234163.655: 80 FF D1 
1764234163.655: 80 FF 99 
1764234163.655: 80 FF B1 
1764234163.655: 80 FF E1 
1764234163.655: 80 FF DC 
1764234163.655: 80 FF B0 
1764234163.655: 80 FF BF 
1764234163.655: 80 00 38 
1764234163.655: 80 00 DC 
1764234163.655: 80 01 5A 
1764234163.655: 80 01 CF 
1764234163.655: 80 02 B1 
1764234163.655: 80 04 32 
1764234163.655: 80 05 ED 
1764234163.687: 80 07 59 
1764234163.687: 80 08 75 
1764234163.687: 80 09 CC 
1764234163.687: 80 0B B9 
1764234163.687: 80 0D CF 
1764234163.687: 80 0F 3A 
1764234163.687: 86 03 9C 
1764234163.687: 03 41 
1764234163.687: 80 0F 9C 
1764234163.687: 80 0F 5A 
1764234163.687: 80 0E FF 
1764234163.687: 80 0E 81 
1764234163.687: 80 0D 56 
1764234163.749: 80 0B 3A 
1764234163.749: 80 08 98 
1764234163.749: 80 06 18 
1764234163.749: 80 03 FC 
1764234163.749: 80 02 15 
1764234163.749: 80 00 51 
1764234163.749: 80 FF 08 
1764234163.749: 80 FE 8E 
1764234163.749: 80 FE BC 
1764234163.749: 80 FF 0C 
1764234163.749: 80 FF 33 
1764234163.749: 80 FF 66 
1764234163.749: 80 FF E5 
1764234163.749: 80 00 7C 
1764234163.749: 80 00 AB 
1764234163.749: 80 00 40 
1764234163.749: 80 FF A6 
1764234163.749: 80 FF 5C 
1764234163.749: 80 FF 63 
1764234163.749: 80 FF 56 
1764234163.749: 80 FF 03 
1764234163.749: 80 FE B9 
1764234163.749: 80 FE DB 
1764234163.749: 80 FF 4D 
1764234163.749: 80 FF 8E 
1764234163.749: 80 FF 57 
1764234163.749: 80 FE F8 
1764234163.749: 80 FE EA 
1764234163.749: 80 FF 32 
1764234163.749: 80 FF 66 
1764234163.749: 80 FF 3E 
1764234163.749: 80 FE F8 
1764234163.749: 80 FF 05 
1764234163.749: 80 FF 6A 
1764234163.749: 80 FF BA 
1764234163.749: 80 FF A4 
1764234163.749: 80 FF 58 
1764234163.749: 80 FF 45 
1764234163.749: 80 FF 83 
1764234163.749: 80 FF BD 
1764234163.749: 80 FF A7 
1764234163.749: 80 FF 68 
1764234163.808: 80 FF 64 
1764234163.843: 80 FF B0 
1764234163.843: 80 FF F5 
1764234163.843: 80 FF DE 
1764234163.843: 80 FF 8E 
1764234163.843: 80 FF 6F 
1764234163.843: 80 FF AB 
1764234163.843: 80 FF F6 
1764234163.843: 80 FF F6 
1764234163.843: 80 FF BC 
1764234163.843: 80 FF AA 
1764234163.843: 80 FF E9 
1764234163.843: 80 00 33 
1764234163.843: 80 00 2B 
1764234163.843: 80 FF E0 
1764234163.843: 80 FF B6 
1764234163.843: 80 FF E3 
1764234163.843: 80 00 25 
1764234163.843: 80 00 20 
1764234163.843: 80 FF DB 
1764234163.843: 80 FF BC 
1764234163.843: 80 FF FE 
1764234163.843: 80 00 62 
1764234163.843: 80 00 7A 
1764234163.843: 80 00 3F 
1764234163.843: 80 00 17 
1764234163.843: 80 00 4F 
1764234163.843: 80 00 B8 
1764234163.843: 80 00 E8 
1764234163.843: 80 00 CB 
1764234163.843: 80 00 BA 
1764234163.843: 80 00 FD 
1764234163.843: 80 01 62 
1764234163.843: 80 01 7E 
1764234163.843: 80 01 3F 
1764234163.843: 80 01 0C 
1764234163.843: 80 01 3F 
1764234163.843: 80 01 AB 
1764234163.843: 80 01 DD 
1764234163.843: 80 01 AF 
1764234164.063: 80 01 7E 
1764234164.063: 80 01 A7 
1764234164.063: 80 02 0F 
1764234164.063: 80 02 43 
1764234164.063: 80 02 16 
1764234164.063: 80 01 DB 
1764234164.063: 80 01 F5 
1764234164.063: 80 02 53 
1764234164.063: 80 02 8E 
1764234164.063: 80 02 73 
1764234164.063: 80 02 4D 
1764234164.063: 80 02 7B 
1764234164.063: 80 02 EC 
1764234164.063: 80 03 2D 
1764234164.063: 80 03 04 
1764234164.063: 80 02 BD 
1764234164.063: 80 02 CD 
1764234164.063: 80 03 3A 
1764234164.063: 80 03 97 
1764234164.063: 80 03 93 
1764234164.063: 80 03 61 
1764234164.063: 80 03 71 
1764234164.063: 80 03 D8 
1764234164.063: 80 04 35 
1764234164.063: 80 04 32 
1764234164.063: 80 03 FA 
1764234164.063: 80 03 FD 
1764234164.063: 80 04 59 
1764234164.063: 80 04 B8 
1764234164.063: 80 04 C2 
1764234164.063: 80 04 94 
1764234164.063: 80 04 95 
1764234164.063: 80 04 E7 
1764234164.063: 80 05 37 
1764234164.063: 80 05 2C 
1764234164.063: 80 04 E3 
1764234164.063: 80 04 CA 
1764234164.063: 80 05 0F 
1764234164.063: 80 05 66 
1764234164.063: 80 05 70 
1764234164.063: 02 C8 
1764234164.063: 80 05 37 
1764234164.063: 80 05 1C 
1764234164.063: 80 05 50 
1764234164.063: 80 05 90 
1764234164.063: 80 05 7E 
1764234164.063: 80 05 25 
1764234164.063: 80 04 E8 
1764234164.063: 80 05 06 
1764234164.063: 80 05 45 
1764234164.063: 80 05 46 
1764234164.063: 80 05 04 
1764234164.063: 80 04 D7 
1764234164.063: 80 04 FA 
1764234164.063: 80 05 34 
1764234164.063: 80 05 24 
1764234164.063: 80 04 C2 
1764234164.063: 80 04 6E 
1764234164.063: 80 04 70 
1764234164.063: 80 04 99 
1764234164.063: 80 04 81 
1764234164.063: 80 04 11 
1764234164.063: 80 03 A9 
1764234164.094: 80 03 96 
1764234164.094: 80 03 AF 
1764234164.094: 80 03 87 
1764234164.094: 80 02 FF 
1764234164.094: 80 02 73 
1764234164.094: 80 02 3D 
1764234164.094: 80 02 45 
1764234164.094: 80 02 22 
1764234164.094: 80 01 B0 
1764234164.094: 80 01 3C 
1764234164.094: 80 01 18 
1764234164.094: 80 01 29 
1764234164.094: 80 01 07 
1764234164.094: 80 00 90 
1764234164.094: 80 00 14 
1764234164.094: 80 FF ED 
1764234164.094: 80 00 07 
1764234164.094: 80 FF FF 
1764234164.094: 80 FF A6 
1764234164.094: 80 FF 45 
1764234164.094: 80 FF 32 
1764234164.094: 80 FF 5A 
1764234164.094: 80 FF 5B 
1764234164.094: 80 FF 07 
1764234164.094: 80 FE A5 
1764234164.094: 80 FE 95 
1764234164.094: 80 FE CC 
1764234164.094: 80 FE E9 
1764234164.094: 80 FE B2 
1764234164.094: 80 FE 67 
1764234164.094: 80 FE 68 
1764234164.094: 80 FE B0 
1764234164.094: 80 FE DA 
1764234164.094: 80 FE A2 
1764234164.094: 80 FE 45 
1764234164.094: 80 FE 2F 
1764234164.094: 80 FE 73 
1764234164.094: 80 FE AF 
1764234164.094: 80 FE 94 
1764234164.094: 80 FE 48 
1764234164.094: 80 FE 39 
1764234164.094: 80 FE 85 
1764234164.094: 80 FE D3 
1764234164.094: 80 FE C5 
1764234164.125: 80 FE 73 
1764234164.125: 80 FE 48 
1764234164.125: 80 FE 76 
1764234164.125: 80 FE B7 
1764234164.125: 80 FE B1 
1764234164.125: 80 FE 71 
1764234164.125: 80 FE 54 
1764234164.125: 80 FE 84 
1764234164.125: 80 FE BE 
1764234164.125: 80 FE A7 
1764234164.125: 80 FE 52 
1764234164.125: 80 FE 27 
1764234164.125: 80 FE 5B 
1764234164.125: 80 FE A7 
1764234164.125: 80 FE A0 
1764234164.125: 80 FE 4C 
1764234164.125: 80 FE 13 
1764234164.125: 80 FE 38 
1764234164.125: 80 FE 7B 
1764234164.125: 80 FE 71 
1764234164.125: 80 FE 12 
1764234164.125: 80 FD C8 
1764234164.125: 80 FD E0 
1764234164.125: 80 FE 2A 
1764234164.125: 80 FE 3C 
1764234164.125: 80 FD FF 
1764234164.125: 80 FD D1 
1764234164.125: 80 FD FB 
1764234164.125: 80 FE 4C 
1764234164.125: 80 FE 56 
1764234164.125: 80 FD FD 
1764234164.125: 80 FD A4 
1764234164.125: 80 FD AB 
1764234164.125: 80 FD F3 
1764234164.125: 80 FE 0C 
1764234164.125: 80 FD C5 
1764234164.125: 80 FD 71 
1764234164.125: 80 FD 72 
1764234164.125: 80 FD BB 
1764234164.155: 80 FD DF 
1764234164.155: 80 FD A4 
1764234164.155: 80 FD 4F 
1764234164.155: 80 FD 46 
1764234164.155: 80 FD 8B 
1764234164.155: 80 FD BD 
1764234164.155: 80 FD 9D 
1764234164.155: 80 FD 5C 
1764234164.155: 80 FD 54 
1764234164.360: 80 FD 88 
1764234164.360: 80 FD 9E 
1764234164.360: 80 FD 60 
1764234164.360: 80 FD 0A 
1764234164.360: 80 FC FC 
1764234164.360: 80 FD 3C 
1764234164.360: 80 FD 6B 
1764234164.360: 80 FD 46 
1764234164.360: 80 FD 03 
1764234164.360: 80 FD 06 
1764234164.360: 80 FD 55 
1764234164.360: 80 FD 8F 
1764234164.360: 80 FD 6A 
1764234164.360: 80 FD 18 
1764234164.360: 80 FD 04 
1764234164.360: 80 FD 45 
1764234164.360: 80 FD 81 
1764234164.360: 80 FD 68 
1764234164.360: 80 FD 22 
1764234164.360: 80 FD 14 
1764234164.360: 80 FD 52 
1764234164.360: 80 FD 84 
1764234164.360: 80 FD 5D 
1764234164.360: 80 FD 09 
1764234164.360: 80 FC F1 
1764234164.360: 80 FD 31 
1764234164.360: 80 FD 70 
1764234164.360: 80 FD 5B 
1764234164.360: 80 FD 1B 
1764234164.360: 80 FD 1B 
1764234164.360: 80 FD 75 
1764234164.360: 80 FD C8 
1764234164.360: 80 FD B1 
1764234164.360: 80 FD 51 
1764234164.360: 80 FD 26 
1764234164.360: 80 FD 65 
1764234164.360: 80 FD B8 
1764234164.360: 80 FD AF 
1764234164.360: 80 FD 56 
1764234164.360: 80 FD 24 
1764234164.360: 80 FD 5B 
1764234164.360: 80 FD B2 
1764234164.360: 80 FD B3 
1764234164.360: 80 FD 5A 
1764234164.360: 80 FD 17 
1764234164.360: 80 FD 3D 
1764234164.360: 80 FD 94 
1764234164.360: 80 FD AB 
1764234164.360: 80 FD 6A 
1764234164.360: 80 FD 31 
1764234164.360: 80 FD 4D 
1764234164.360: 80 FD 94 
1764234164.360: 80 FD 9E 
1764234164.360: 80 FD 55 
1764234164.360: 80 FD 12 
1764234164.360: 80 FD 25 
1764234164.360: 80 FD 6C 
1764234164.360: 80 FD 83 
1764234164.360: 80 FD 50 
1764234164.360: 80 FD 24 
1764234164.360: 80 FD 47 
1764234164.360: 80 FD 93 
1764234164.360: 80 FD A1 
1764234164.360: 80 FD 56 
1764234164.390: 80 FD 09 
1764234164.390: 80 FD 15 
1764234164.390: 80 FD 60 
1764234164.390: 80 FD 81 
1764234164.390: 80 FD 4B 
1764234164.390: 80 FD 0D 
1764234164.390: 80 FD 1F 
1764234164.390: 80 FD 6E 
1764234164.390: 80 FD 8D 
1764234164.390: 80 FD 4D 
1764234164.390: 80 FC FE 
1764234164.390: 80 FD 05 
1764234164.390: 80 FD 59 
1764234164.390: 80 FD 8C 
1764234164.390: 80 FD 62 
1764234164.390: 80 FD 1F 
1764234164.390: 80 FD 29 
1764234164.390: 80 FD 7F 
1764234164.390: 80 FD B5 
1764234164.390: 80 FD 86 
1764234164.390: 80 FD 31 
1764234164.390: 80 FD 24 
1764234164.390: 80 FD 6E 
1764234164.390: 80 FD AD 
1764234164.390: 80 FD 98 
1764234164.390: 80 FD 5C 
1764234164.390: 80 FD 5B 
1764234164.390: 80 FD A1 
1764234164.390: 80 FD D4 
1764234164.390: 80 FD AC 
1764234164.390: 80 FD 5D 
1764234164.390: 80 FD 4F 
1764234164.390: 80 FD 99 
1764234164.390: 80 FD DC 
1764234164.390: 80 FD C5 
1764234164.390: 80 FD 76 
1764234164.390: 80 FD 60 
1764234164.390: 80 FD A8 
1764234164.390: 80 FD F7 
1764234164.390: 80 FD EC 
1764234164.390: 80 FD 96 
1764234164.390: 80 FD 66 
1764234164.422: 80 FD 96 
1764234164.422: 80 FD E7 
1764234164.422: 80 FD F6 
1764234164.422: 80 FD C1 
1764234164.422: 80 FD A0 
1764234164.422: 80 FD CD 
1764234164.422: 80 FE 11 
1764234164.422: 80 FE 11 
1764234164.422: 80 FD C7 
1764234164.422: 80 FD 91 
1764234164.422: 80 FD AD 
1764234164.422: 80 FD F0 
1764234164.422: 80 FD FE 
1764234164.422: 80 FD CB 
1764234164.422: 80 FD A5 
1764234164.422: 80 FD C7 
1764234164.422: 80 FE 03 
1764234164.422: 80 FE 04 
1764234164.422: 80 FD C0 
1764234164.422: 80 FD 8D 
1764234164.422: 80 FD AB 
1764234164.422: 80 FD F1 
1764234164.422: 80 FE 03 
1764234164.422: 80 FD D0 
1764234164.422: 80 FD A9 
1764234164.422: 80 FD D1 
1764234164.422: 80 FE 1E 
1764234164.422: 80 FE 2B 
1764234164.422: 80 FD E0 
1764234164.422: 80 FD 92 
1764234164.422: 80 FD 97 
1764234164.500: 80 FD D9 
1764234164.500: 80 FD F4 
1764234164.500: 80 FD BF 
1764234164.500: 80 FD 82 
1764234164.500: 80 FD 8F 
1764234164.500: 80 FD D6 
1764234164.500: 80 FD F4 
1764234164.500: 80 FD B7 
1764234164.500: 80 FD 64 
1764234164.500: 80 FD 5D 
1764234164.500: 80 FD A3 
1764234164.500: 80 FD D8 
1764234164.500: 80 FD BE 
1764234164.500: 80 FD 87 
1764234164.500: 80 FD 90 
1764234164.500: 80 FD E2 
1764234164.500: 80 FE 22 
1764234164.500: 80 FE 0E 
1764234164.500: 80 FD D4 
1764234164.500: 80 FD D7 
1764234164.500: 80 FE 28 
1764234164.500: 80 FE 70 
1764234164.500: 80 FE 64 
1764234164.500: 80 FE 2F 
1764234164.500: 80 FE 34 
1764234164.500: 80 FE 8B 
1764234164.500: 80 FE DA 
1764234164.500: 80 FE CC 
1764234164.500: 80 FE 85 
1764234164.500: 80 FE 73 
1764234164.500: 80 FE BF 
1764234164.500: 80 FF 17 
1764234164.500: 80 FF 22 
1764234164.500: 80 FE F1 
1764234164.500: 80 FE E8 
1764234164.500: 80 FF 2E 
1764234164.500: 80 FF 75 
1764234164.500: 80 FF 61 
1764234164.500: 80 FF 09 
1764234164.500: 80 FE DC 
1764234164.500: 80 FF 0D 
1764234164.500: 80 FF 4E 
1764234164.500: 80 FF 3C 
1764234164.500: 80 FE E6 
1764234164.500: 80 FE BC 
1764234164.500: 80 FE F8 
1764234164.500: 80 FF 4E 
1764234164.594: 80 FF 4C 
1764234164.594: 80 FE F3 
1764234164.594: 80 FE B1 
1764234164.594: 80 FE CD 
1764234164.594: 80 FF 0B 
1764234164.594: 80 FE FF 
1764234164.594: 80 FE 9D 
1764234164.594: 80 FE 4C 
1764234164.594: 80 FE 53 
1764234164.594: 80 FE 7C 
1764234164.594: 80 FE 5E 
1764234164.594: 80 FD EF 
1764234164.594: 80 FD 9B 
1764234164.594: 80 FD B2 
1764234164.594: 80 FE 00 
1764234164.594: 80 FE 10 
1764234164.594: 80 FD CE 
1764234164.594: 80 FD 9B 
1764234164.594: 80 FD CA 
1764234164.594: 80 FE 2A 
1764234164.594: 80 FE 43 
1764234164.594: 80 FD F7 
1764234164.594: 80 FD AC 
1764234164.594: 80 FD C6 
1764234164.594: 80 FE 24 
1764234164.594: 80 FE 4B 
1764234164.594: 80 FE 06 
1764234164.594: 80 FD AB 
1764234164.594: 80 FD AA 
1764234164.594: 80 FD F9 
1764234164.594: 80 FE 28 
1764234164.594: 80 FD FB 
1764234164.594: 80 FD C4 
1764234164.594: 80 FD FE 
1764234164.594: 80 FE B4 
1764234164.594: 80 FF 85 
1764234164.594: 80 00 35 
1764234164.594: 80 01 06 
1764234164.594: 80 02 5A 
1764234164.594: 80 04 13 
1764234164.594: 80 05 A6 
1764234164.594: 80 06 C8 
1764234164.594: 80 07 DA 
1764234164.594: 80 09 6F 
1764234164.594: 80 0B 72 
1764234164.594: 80 0D 1D 
1764234164.594: 86 03 98 
1764234164.594: 03 41 
1764234164.594: 80 0D C0 
1764234164.625: 80 0D 7F 
1764234164.625: 80 0C FB 
1764234164.625: 80 0C 77 
1764234164.625: 80 0B 83 
1764234164.625: 80 09 9D 
1764234164.625: 80 06 EF 
1764234164.625: 80 04 33 
1764234164.625: 80 01 F7 
1764234164.625: 80 00 2F 
1764234164.625: 80 FE 99 
1764234164.625: 80 FD 46 
1764234164.625: 80 FC 91 
1764234164.625: 80 FC 99 
1764234164.625: 80 FD 00 
1764234164.625: 80 FD 51 
1764234164.625: 80 FD 7B 
1764234164.625: 80 FD C0 
1764234164.625: 80 FE 34 
1764234164.625: 80 FE 87 
1764234164.693: 80 FE 65 
1764234164.720: 80 FD E6 
1764234164.720: 80 FD 7A 
1764234164.720: 80 FD 5B 
1764234164.720: 80 FD 56 
1764234164.720: 80 FD 1C 
1764234164.720: 80 FC BA 
1764234164.720: 80 FC 8D 
1764234164.720: 80 FC C6 
1764234164.720: 80 FD 1C 
1764234164.720: 80 FD 26 
1764234164.720: 80 FC DE 
1764234164.720: 80 FC A6 
1764234164.720: 80 FC C5 
1764234164.720: 80 FD 08 
1764234164.720: 80 FD 0D 
1764234164.720: 80 FC C8 
1764234164.720: 80 FC 99 
1764234164.720: 80 FC CB 
1764234164.720: 80 FD 2D 
1764234164.720: 80 FD 4D 
1764234164.720: 80 FD 10 
1764234164.720: 80 FC CF 
1764234164.720: 80 FC E7 
1764234164.720: 80 FD 3A 
1764234164.720: 80 FD 5B 
1764234164.720: 80 FD 1F 
1764234164.720: 80 FC D8 
1764234164.720: 80 FC E7 
1764234164.720: 80 FD 3D 
1764234164.720: 80 FD 71 
1764234164.720: 80 FD 50 
1764234164.720: 80 FD 1B 
1764234164.720: 80 FD 2C 
1764234164.720: 80 FD 75 
1764234164.720: 80 FD 95 
1764234164.720: 80 FD 5E 
1764234164.825: 80 FD 1A 
1764234164.860: 80 FD 25 
1764234164.860: 80 FD 73 
1764234164.860: 80 FD 9C 
1764234164.860: 80 FD 6A 
1764234164.860: 80 FD 23 
1764234164.860: 80 FD 2C 
1764234164.860: 80 FD 7E 
1764234164.860: 80 FD B1 
1764234164.860: 80 FD 85 
1764234164.860: 80 FD 3F 
1764234164.860: 80 FD 49 
1764234164.860: 80 FD A8 
1764234164.860: 80 FD FA 
1764234164.860: 80 FD F6 
1764234164.860: 80 FD CF 
1764234164.860: 80 FD E8 
1764234164.860: 80 FE 4A 
1764234164.860: 80 FE 91 
1764234164.860: 80 FE 75 
1764234164.860: 80 FE 2B 
1764234164.860: 80 FE 27 
1764234164.860: 80 FE 82 
1764234164.860: 80 FE DD 
1764234164.860: 80 FE DE 
1764234164.860: 80 FE A9 
1764234164.860: 80 FE AE 
1764234164.860: 80 FF 0C 
1764234164.860: 80 FF 6B 
1764234164.860: 80 FF 69 
1764234164.860: 80 FF 23 
1764234164.860: 80 FF 0B 
1764234164.860: 80 FF 55 
1764234164.860: 80 FF AF 
1764234164.860: 80 FF BA 
1764234164.860: 80 FF 83 
1764234164.860: 80 FF 76 
1764234164.860: 80 FF C1 
1764234164.860: 80 00 13 
1764234164.860: 80 00 09 
1764234164.860: 80 FF B7 
1764234164.860: 80 FF 92 
1764234164.860: 80 FF D8 
1764234164.860: 80 00 3C 
1764234164.860: 80 00 4C 
1764234164.860: 80 00 0C 
1764234164.860: 80 FF F0 
1764234164.860: 80 00 40 
1764234164.860: 80 00 B6 
1764234164.860: 80 00 DA 
1764234164.860: 80 00 A2 
1764234164.860: 80 00 7D 
1764234164.860: 80 00 BE 
1764234164.860: 80 01 2C 
1764234164.860: 80 01 57 
1764234164.860: 80 01 29 
1764234164.860: 80 01 07 
1764234164.860: 80 01 45 
1764234164.860: 80 01 B3 
1764234164.860: 80 01 DE 
1764234164.860: 80 01 A9 
1764234164.860: 80 01 73 
1764234164.860: 80 01 98 
1764234164.860: 80 01 F9 
1764234164.860: 80 02 2A 
1764234164.892: 80 02 08 
1764234164.892: 80 01 E7 
1764234164.925: 80 02 1A 
1764234164.956: 80 02 7C 
1764234164.956: 80 02 9F 
1764234164.956: 80 02 5F 
1764234164.956: 80 02 15 
1764234164.956: 80 02 29 
1764234164.956: 80 02 89 
1764234164.956: 80 02 C3 
1764234164.956: 80 02 9B 
1764234164.956: 80 02 57 
1764234164.956: 80 02 60 
1764234164.956: 80 02 B4 
1764234164.956: 80 02 EA 
1764234164.956: 80 02 BD 
1764234164.956: 80 02 65 
1764234164.956: 80 02 4E 
1764234164.956: 80 02 85 
1764234164.956: 80 02 AF 
1764234164.956: 80 02 83 
1764234164.956: 80 02 2C 
1764234164.956: 80 02 0D 
1764234164.956: 80 02 35 
1764234164.956: 80 02 4C 
1764234164.956: 80 02 09 
1764234164.956: 80 01 96 
1764234164.956: 80 01 5B 
1764234164.956: 80 01 6F 
1764234164.956: 80 01 80 
1764234164.956: 80 01 41 
1764234164.956: 80 00 D7 
1764234164.956: 80 00 A5 
1764234164.956: 80 00 BE 
1764234164.956: 80 00 CA 
1764234164.956: 80 00 73 
1764234164.956: 80 FF E6 
1764234164.956: 80 FF 94 
1764234164.956: 80 FF A6 
1764234164.956: 80 FF C4 
1764234164.956: 80 FF 8B 
1764234164.956: 80 FF 11 
1764234164.956: 80 FE C9 
1764234164.956: 80 FE E3 
1764234164.956: 80 FF 0F 
1764234164.956: 80 FE E1 
1764234164.956: 02 C8 
1764234164.956: 80 FE 64 
1764234164.956: 80 FE 10 
1764234164.956: 80 FE 2D 
1764234164.956: 80 FE 7A 
1764234164.956: 80 FE 83 
1764234164.956: 80 FE 38 
1764234164.956: 80 FD FC 
1764234164.988: 80 FE 1A 
1764234164.988: 80 FE 60 
1764234164.988: 80 FE 61 
1764234164.988: 80 FE 0D 
1764234164.988: 80 FD C6 
1764234164.988: 80 FD DD 
1764234164.988: 80 FE 28 
1764234164.988: 80 FE 3F 
1764234164.988: 80 FE 0D 
1764234164.988: 80 FD EC 
1764234164.988: 80 FE 26 
1764234164.988: 80 FE 8C 
1764234164.988: 80 FE AB 
1764234164.988: 80 FE 67 
1764234164.988: 80 FE 21 
1764234164.988: 80 FE 37 
1764234164.988: 80 FE 87 
1764234164.988: 80 FE A3 
1764234164.988: 80 FE 65 
1764234165.085: 80 FE 26 
1764234165.085: 80 FE 44 
1764234165.085: 80 FE 9F 
1764234165.085: 80 FE C5 
1764234165.085: 80 FE 8B 
1764234165.085: 80 FE 49 
1764234165.085: 80 FE 63 
1764234165.085: 80 FE C3 
1764234165.085: 80 FE F8 
1764234165.085: 80 FE CD 
1764234165.085: 80 FE 93 
1764234165.085: 80 FE B1 
1764234165.085: 80 FF 11 
1764234165.085: 80 FF 3C 
1764234165.085: 80 FE F8 
1764234165.085: 80 FE 9D 
1764234165.085: 80 FE A3 
1764234165.085: 80 FF 04 
1764234165.085: 80 FF 41 
1764234165.085: 80 FF 0C 
1764234165.085: 80 FE AE 
1764234165.085: 80 FE A5 
1764234165.085: 80 FE FF 
1764234165.085: 80 FF 47 
1764234165.085: 80 FF 1F 
1764234165.085: 80 FE C0 
1764234165.085: 80 FE AC 
1764234165.085: 80 FF 02 
1764234165.085: 80 FF 57 
1764234165.085: 80 FF 42 
1764234165.085: 80 FE E8 
1764234165.085: 80 FE C1 
1764234165.085: 80 FE FC 
1764234165.085: 80 FF 41 
1764234165.085: 80 FF 2A 
1764234165.085: 80 FE CF 
1764234165.085: 80 FE 9F 
1764234165.085: 80 FE CC 
1764234165.085: 80 FF 0E 
1764234165.085: 80 FF 07 
1764234165.085: 80 FE C6 
1764234165.085: 80 FE AE 
1764234165.085: 80 FE E3 
1764234165.085: 80 FF 19 
1764234165.085: 80 FE F6 
1764234165.085: 80 FE 94 
1764234165.131: 80 FE 64 
1764234165.164: 80 FE 9A 
1764234165.164: 80 FE EA 
1764234165.164: 80 FE EC 
1764234165.164: 80 FE A8 
1764234165.164: 80 FE 87 
1764234165.164: 80 FE C1 
1764234165.164: 80 FF 14 
1764234165.164: 80 FF 18 
1764234165.164: 80 FE CC 
1764234165.164: 80 FE 93 
1764234165.164: 80 FE AD 
1764234165.164: 80 FE E5 
1764234165.164: 80 FE DD 
1764234165.164: 80 FE 93 
1764234165.164: 80 FE 69 
1764234165.164: 80 FE 9B 
1764234165.164: 80 FE EE 
1764234165.164: 80 FE F9 
1764234165.164: 80 FE AE 
1764234165.164: 80 FE 6F 
1764234165.164: 80 FE 8E 
1764234165.164: 80 FE E1 
1764234165.164: 80 FE FD 
1764234165.164: 80 FE C4 
1764234165.164: 80 FE 8A 
1764234165.164: 80 FE A4 
1764234165.164: 80 FE F0 
1764234165.164: 80 FF 03 
1764234165.164: 80 FE B4 
1764234165.164: 80 FE 5D 
1764234165.164: 80 FE 65 
1764234165.164: 80 FE BD 
1764234165.164: 80 FE F8 
1764234165.164: 80 FE D6 
1764234165.164: 80 FE 98 
1764234165.164: 80 FE A2 
1764234165.164: 80 FE F0 
1764234165.164: 80 FF 1D 
1764234165.164: 80 FE E5 
1764234165.291: 80 FE 86 
1764234165.291: 80 FE 6A 
1764234165.291: 80 FE A1 
1764234165.291: 80 FE D3 
1764234165.291: 80 FE BC 
1764234165.291: 80 FE 86 
1764234165.291: 80 FE 8C 
1764234165.291: 80 FE D7 
1764234165.291: 80 FF 11 
1764234165.291: 80 FE F6 
1764234165.291: 80 FE B0 
1764234165.291: 80 FE 9E 
1764234165.291: 80 FE D6 
1764234165.291: 80 FF 0D 
1764234165.291: 80 FE FD 
1764234165.291: 80 FE C4 
1764234165.291: 80 FE B5 
1764234165.291: 80 FE E4 
1764234165.291: 80 FF 0A 
1764234165.291: 80 FE E7 
1764234165.291: 80 FE 9F 
